"FIPS","FSA County","Program Year","Pasture Type","Qualifying Drought Event","Qualifying Date","Drought Factor","Maximum Eligible Payment Months","Payment Factor"
"31017","31017",2013,"Forage Sorghum","D3a","2013-07-01",3,2,2
"31017","31017",2013,"Forage Sorghum","D3b","2013-07-29",4,2,2
"31017","31017",2013,"Improved Pasture","D3a","2013-05-01",3,5,4
"31017","31017",2013,"Improved Pasture","D3b","2013-06-03",4,5,4
"31017","31017",2013,"Improved Pasture","D2","2013-10-07",1,5,4
"31017","31017",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31017","31017",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31017","31017",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31017","31017",2013,"Native Pasture","D3a","2013-05-01",3,5,4
"31017","31017",2013,"Native Pasture","D3b","2013-06-03",4,5,4
"31017","31017",2013,"Native Pasture","D2","2013-10-07",1,5,4
"31019","31019",2013,"Forage Sorghum","D3a","2013-07-01",3,2,2
"31019","31019",2013,"Forage Sorghum","D3b","2013-07-29",4,2,2
"31019","31019",2013,"Improved Pasture","D3a","2013-05-01",3,5,4
"31019","31019",2013,"Improved Pasture","D3b","2013-06-03",4,5,4
"31019","31019",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31019","31019",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31019","31019",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31019","31019",2013,"Native Pasture","D3a","2013-05-01",3,5,4
"31019","31019",2013,"Native Pasture","D3b","2013-06-03",4,5,4
"31021","31021",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31021","31021",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31023","31023",2013,"Long Season Small Grains","D3a","2013-04-01",3,2,2
"31025","31025",2013,"Long Season Small Grains","D3a","2013-04-01",3,2,2
"31027","31027",2013,"Forage Sorghum","D2","2013-08-25",1,2,1
"31027","31027",2013,"Improved Pasture","D3a","2013-05-01",3,5,3
"31027","31027",2013,"Improved Pasture","D2","2013-07-22",1,5,3
"31027","31027",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31027","31027",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31027","31027",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31027","31027",2013,"Native Pasture","D3a","2013-05-01",3,5,3
"31027","31027",2013,"Native Pasture","D2","2013-07-22",1,5,3
"31029","31029",2013,"Forage Sorghum","D3a","2013-07-01",3,2,2
"31029","31029",2013,"Forage Sorghum","D3b","2013-07-29",4,2,2
"31029","31029",2013,"Improved Pasture","D4a","2013-05-01",4,5,4
"31029","31029",2013,"Improved Pasture","D3a","2013-05-28",3,5,4
"31029","31029",2013,"Improved Pasture","D3b","2013-06-24",4,5,4
"31029","31029",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31029","31029",2013,"Long Season Small Grains","D4b","2013-04-29",5,2,2
"31029","31029",2013,"Long Season Small Grains","D3a","2013-05-28",3,2,2
"31029","31029",2013,"Native Pasture","D4a","2013-05-01",4,5,4
"31029","31029",2013,"Native Pasture","D3a","2013-05-28",3,5,4
"31029","31029",2013,"Native Pasture","D3b","2013-06-24",4,5,4
"31031","31031",2013,"Forage Sorghum","D4a","2013-07-01",4,2,2
"31031","31031",2013,"Forage Sorghum","D4b","2013-07-29",5,2,2
"31031","31031",2013,"Forage Sorghum","D3a","2013-08-06",3,2,2
"31031","31031",2013,"Improved Pasture","D4a","2013-05-01",4,5,5
"31031","31031",2013,"Improved Pasture","D4b","2013-06-03",5,5,5
"31031","31031",2013,"Improved Pasture","D3a","2013-08-06",3,5,5
"31031","31031",2013,"Improved Pasture","D2","2013-10-14",1,5,5
"31031","31031",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31031","31031",2013,"Long Season Small Grains","D4b","2013-04-29",5,2,2
"31031","31031",2013,"Native Pasture","D4a","2013-05-01",4,5,5
"31031","31031",2013,"Native Pasture","D4b","2013-06-03",5,5,5
"31031","31031",2013,"Native Pasture","D3a","2013-08-06",3,5,5
"31031","31031",2013,"Native Pasture","D2","2013-10-14",1,5,5
"31033","31033",2013,"Forage Sorghum","D3a","2013-07-01",3,2,2
"31033","31033",2013,"Forage Sorghum","D3b","2013-07-29",4,2,2
"31033","31033",2013,"Improved Pasture","D3a","2013-05-01",3,5,4
"31033","31033",2013,"Improved Pasture","D3b","2013-06-03",4,5,4
"31033","31033",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31033","31033",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31033","31033",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31033","31033",2013,"Native Pasture","D3a","2013-05-01",3,5,4
"31033","31033",2013,"Native Pasture","D3b","2013-06-03",4,5,4
"31035","31035",2013,"Improved Pasture","D2","2013-06-25",1,5,1
"31035","31035",2013,"Long Season Small Grains","D3a","2013-04-01",3,2,2
"31035","31035",2013,"Native Pasture","D2","2013-06-25",1,5,1
"31037","31037",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31037","31037",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31039","31039",2013,"Forage Sorghum","D2","2013-08-25",1,2,1
"31039","31039",2013,"Improved Pasture","D2","2013-08-05",1,5,1
"31039","31039",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31039","31039",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31039","31039",2013,"Native Pasture","D2","2013-08-05",1,5,1
"31041","31041",2013,"Forage Sorghum","D2","2013-08-25",1,2,1
"31041","31041",2013,"Improved Pasture","D3a","2013-05-01",3,5,4
"31041","31041",2013,"Improved Pasture","D3b","2013-06-03",4,5,4
"31041","31041",2013,"Improved Pasture","D2","2013-07-29",1,5,4
"31041","31041",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31041","31041",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31041","31041",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31041","31041",2013,"Native Pasture","D3a","2013-05-01",3,5,4
"31041","31041",2013,"Native Pasture","D3b","2013-06-03",4,5,4
"31041","31041",2013,"Native Pasture","D2","2013-07-29",1,5,4
"31043","31043",2013,"Forage Sorghum","D2","2013-08-25",1,2,1
"31043","31043",2013,"Improved Pasture","D3a","2013-05-01",3,5,3
"31043","31043",2013,"Improved Pasture","D2","2013-07-01",1,5,3
"31043","31043",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31043","31043",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31043","31043",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31043","31043",2013,"Native Pasture","D3a","2013-05-01",3,5,3
"31043","31043",2013,"Native Pasture","D2","2013-07-01",1,5,3
"31045","31045",2013,"Forage Sorghum","D3a","2013-07-01",3,2,2
"31045","31045",2013,"Forage Sorghum","D3b","2013-07-29",4,2,2
"31045","31045",2013,"Improved Pasture","D3a","2013-05-01",3,5,4
"31045","31045",2013,"Improved Pasture","D3b","2013-06-03",4,5,4
"31045","31045",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31045","31045",2013,"Long Season Small Grains","D3a","2013-04-16",3,2,2
"31045","31045",2013,"Long Season Small Grains","D3b","2013-05-13",4,2,2
"31045","31045",2013,"Native Pasture","D3a","2013-05-01",3,5,4
"31045","31045",2013,"Native Pasture","D3b","2013-06-03",4,5,4
"31047","31047",2013,"Forage Sorghum","D3a","2013-07-01",3,2,2
"31047","31047",2013,"Forage Sorghum","D3b","2013-07-29",4,2,2
"31047","31047",2013,"Improved Pasture","D3a","2013-05-01",3,5,4
"31047","31047",2013,"Improved Pasture","D3b","2013-06-03",4,5,4
"31047","31047",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31047","31047",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31047","31047",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31047","31047",2013,"Native Pasture","D3a","2013-05-01",3,5,4
"31047","31047",2013,"Native Pasture","D3b","2013-06-03",4,5,4
"31049","31049",2013,"Forage Sorghum","D3a","2013-07-01",3,2,2
"31049","31049",2013,"Forage Sorghum","D3b","2013-07-29",4,2,2
"31049","31049",2013,"Improved Pasture","D3a","2013-05-01",3,5,4
"31049","31049",2013,"Improved Pasture","D3b","2013-06-03",4,5,4
"31049","31049",2013,"Improved Pasture","D2","2013-09-23",1,5,4
"31049","31049",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31049","31049",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31049","31049",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31049","31049",2013,"Native Pasture","D3a","2013-05-01",3,5,4
"31049","31049",2013,"Native Pasture","D3b","2013-06-03",4,5,4
"31049","31049",2013,"Native Pasture","D2","2013-09-23",1,5,4
"31051","31051",2013,"Forage Sorghum","D2","2013-08-25",1,2,1
"31051","31051",2013,"Improved Pasture","D3a","2013-05-01",3,5,3
"31051","31051",2013,"Improved Pasture","D2","2013-07-22",1,5,3
"31051","31051",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31051","31051",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31051","31051",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31051","31051",2013,"Native Pasture","D3a","2013-05-01",3,5,3
"31051","31051",2013,"Native Pasture","D2","2013-07-22",1,5,3
"31053","31053",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31053","31053",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31055","31055",2013,"Long Season Small Grains","D3a","2013-04-01",3,2,2
"31057","31057",2013,"Forage Sorghum","D3a","2013-07-01",3,2,2
"31057","31057",2013,"Forage Sorghum","D3b","2013-07-29",4,2,2
"31057","31057",2013,"Improved Pasture","D4a","2013-05-01",4,5,4
"31057","31057",2013,"Improved Pasture","D3a","2013-05-21",3,5,4
"31057","31057",2013,"Improved Pasture","D3b","2013-06-17",4,5,4
"31057","31057",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31057","31057",2013,"Long Season Small Grains","D4b","2013-04-29",5,2,2
"31057","31057",2013,"Long Season Small Grains","D3a","2013-05-21",3,2,2
"31057","31057",2013,"Native Pasture","D4a","2013-05-01",4,5,4
"31057","31057",2013,"Native Pasture","D3a","2013-05-21",3,5,4
"31057","31057",2013,"Native Pasture","D3b","2013-06-17",4,5,4
"31059","31059",2013,"Long Season Small Grains","D3a","2013-04-01",3,2,2
"31061","31061",2013,"Forage Sorghum","D3a","2013-07-01",3,2,2
"31061","31061",2013,"Forage Sorghum","D3b","2013-07-29",4,2,2
"31061","31061",2013,"Improved Pasture","D3a","2013-05-01",3,5,4
"31061","31061",2013,"Improved Pasture","D3b","2013-06-03",4,5,4
"31061","31061",2013,"Long Season Small Grains","D3a","2013-04-01",3,2,2
"31061","31061",2013,"Long Season Small Grains","D3b","2013-04-29",4,2,2
"31061","31061",2013,"Native Pasture","D3a","2013-05-01",3,5,4
"31061","31061",2013,"Native Pasture","D3b","2013-06-03",4,5,4
"31063","31063",2013,"Forage Sorghum","D3a","2013-07-01",3,2,2
"31063","31063",2013,"Forage Sorghum","D3b","2013-07-29",4,2,2
"31063","31063",2013,"Improved Pasture","D3a","2013-05-01",3,5,4
"31063","31063",2013,"Improved Pasture","D3b","2013-06-03",4,5,4
"31063","31063",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31063","31063",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31063","31063",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31063","31063",2013,"Native Pasture","D3a","2013-05-01",3,5,4
"31063","31063",2013,"Native Pasture","D3b","2013-06-03",4,5,4
"31065","31065",2013,"Forage Sorghum","D4a","2013-07-01",4,2,2
"31065","31065",2013,"Forage Sorghum","D4b","2013-07-29",5,2,2
"31065","31065",2013,"Improved Pasture","D4a","2013-05-01",4,5,5
"31065","31065",2013,"Improved Pasture","D4b","2013-06-03",5,5,5
"31065","31065",2013,"Improved Pasture","D3a","2013-09-17",3,5,5
"31065","31065",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31065","31065",2013,"Long Season Small Grains","D4b","2013-04-29",5,2,2
"31065","31065",2013,"Native Pasture","D4a","2013-05-01",4,5,5
"31065","31065",2013,"Native Pasture","D4b","2013-06-03",5,5,5
"31065","31065",2013,"Native Pasture","D3a","2013-09-17",3,5,5
"31067","31067",2013,"Long Season Small Grains","D3a","2013-04-01",3,2,2
"31069","31069",2013,"Forage Sorghum","D3a","2013-07-01",3,2,2
"31069","31069",2013,"Forage Sorghum","D3b","2013-07-29",4,2,2
"31069","31069",2013,"Improved Pasture","D3a","2013-05-01",3,5,4
"31069","31069",2013,"Improved Pasture","D3b","2013-06-03",4,5,4
"31069","31069",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31069","31069",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31069","31069",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31069","31069",2013,"Native Pasture","D3a","2013-05-01",3,5,4
"31069","31069",2013,"Native Pasture","D3b","2013-06-03",4,5,4
"31071","31071",2013,"Forage Sorghum","D2","2013-08-25",1,2,1
"31071","31071",2013,"Improved Pasture","D3a","2013-05-01",3,5,3
"31071","31071",2013,"Improved Pasture","D2","2013-07-22",1,5,3
"31071","31071",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31071","31071",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31071","31071",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31071","31071",2013,"Native Pasture","D3a","2013-05-01",3,5,3
"31071","31071",2013,"Native Pasture","D2","2013-07-22",1,5,3
"31073","31073",2013,"Forage Sorghum","D3a","2013-07-01",3,2,2
"31073","31073",2013,"Forage Sorghum","D3b","2013-07-29",4,2,2
"31073","31073",2013,"Improved Pasture","D3a","2013-05-01",3,5,4
"31073","31073",2013,"Improved Pasture","D3b","2013-06-03",4,5,4
"31073","31073",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31073","31073",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31073","31073",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31073","31073",2013,"Native Pasture","D3a","2013-05-01",3,5,4
"31073","31073",2013,"Native Pasture","D3b","2013-06-03",4,5,4
"31075","31075",2013,"Forage Sorghum","D4a","2013-07-01",4,2,2
"31075","31075",2013,"Forage Sorghum","D4b","2013-07-29",5,2,2
"31075","31075",2013,"Forage Sorghum","D3a","2013-08-06",3,2,2
"31075","31075",2013,"Forage Sorghum","D3b","2013-09-02",4,2,2
"31075","31075",2013,"Improved Pasture","D4a","2013-05-01",4,5,5
"31075","31075",2013,"Improved Pasture","D4b","2013-06-03",5,5,5
"31075","31075",2013,"Improved Pasture","D3a","2013-08-06",3,5,5
"31075","31075",2013,"Improved Pasture","D3b","2013-09-02",4,5,5
"31075","31075",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31075","31075",2013,"Long Season Small Grains","D4b","2013-04-29",5,2,2
"31075","31075",2013,"Native Pasture","D4a","2013-05-01",4,5,5
"31075","31075",2013,"Native Pasture","D4b","2013-06-03",5,5,5
"31075","31075",2013,"Native Pasture","D3a","2013-08-06",3,5,5
"31075","31075",2013,"Native Pasture","D3b","2013-09-02",4,5,5
"31077","31077",2013,"Forage Sorghum","D2","2013-08-25",1,2,1
"31077","31077",2013,"Improved Pasture","D3a","2013-05-01",3,5,3
"31077","31077",2013,"Improved Pasture","D2","2013-07-22",1,5,3
"31077","31077",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31077","31077",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31077","31077",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31077","31077",2013,"Native Pasture","D3a","2013-05-01",3,5,3
"31077","31077",2013,"Native Pasture","D2","2013-07-22",1,5,3
"31079","31079",2013,"Forage Sorghum","D2","2013-08-25",1,2,1
"31079","31079",2013,"Improved Pasture","D3a","2013-05-01",3,5,3
"31079","31079",2013,"Improved Pasture","D2","2013-07-22",1,5,3
"31079","31079",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31079","31079",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31079","31079",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31079","31079",2013,"Native Pasture","D3a","2013-05-01",3,5,3
"31079","31079",2013,"Native Pasture","D2","2013-07-22",1,5,3
"31081","31081",2013,"Improved Pasture","D3a","2013-05-01",3,5,3
"31081","31081",2013,"Long Season Small Grains","D3a","2013-04-01",3,2,2
"31081","31081",2013,"Long Season Small Grains","D3b","2013-04-29",4,2,2
"31081","31081",2013,"Native Pasture","D3a","2013-05-01",3,5,3
"31083","31083",2013,"Forage Sorghum","D3a","2013-07-01",3,2,2
"31083","31083",2013,"Forage Sorghum","D3b","2013-07-29",4,2,2
"31083","31083",2013,"Improved Pasture","D3a","2013-05-01",3,5,4
"31083","31083",2013,"Improved Pasture","D3b","2013-06-03",4,5,4
"31083","31083",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31083","31083",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31083","31083",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31083","31083",2013,"Native Pasture","D3a","2013-05-01",3,5,4
"31083","31083",2013,"Native Pasture","D3b","2013-06-03",4,5,4
"31085","31085",2013,"Forage Sorghum","D3a","2013-07-01",3,2,2
"31085","31085",2013,"Forage Sorghum","D3b","2013-07-29",4,2,2
"31085","31085",2013,"Improved Pasture","D4a","2013-05-01",4,5,4
"31085","31085",2013,"Improved Pasture","D3a","2013-05-28",3,5,4
"31085","31085",2013,"Improved Pasture","D3b","2013-06-24",4,5,4
"31085","31085",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31085","31085",2013,"Long Season Small Grains","D4b","2013-04-29",5,2,2
"31085","31085",2013,"Long Season Small Grains","D3a","2013-05-28",3,2,2
"31085","31085",2013,"Native Pasture","D4a","2013-05-01",4,5,4
"31085","31085",2013,"Native Pasture","D3a","2013-05-28",3,5,4
"31085","31085",2013,"Native Pasture","D3b","2013-06-24",4,5,4
"31087","31087",2013,"Forage Sorghum","D4a","2013-07-01",4,2,2
"31087","31087",2013,"Forage Sorghum","D4b","2013-07-29",5,2,2
"31087","31087",2013,"Improved Pasture","D4a","2013-05-01",4,5,5
"31087","31087",2013,"Improved Pasture","D4b","2013-06-03",5,5,5
"31087","31087",2013,"Improved Pasture","D3a","2013-09-17",3,5,5
"31087","31087",2013,"Improved Pasture","D3b","2013-10-14",4,5,5
"31087","31087",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31087","31087",2013,"Long Season Small Grains","D4b","2013-04-29",5,2,2
"31087","31087",2013,"Native Pasture","D4a","2013-05-01",4,5,5
"31087","31087",2013,"Native Pasture","D4b","2013-06-03",5,5,5
"31087","31087",2013,"Native Pasture","D3a","2013-09-17",3,5,5
"31087","31087",2013,"Native Pasture","D3b","2013-10-14",4,5,5
"31089","31089",2013,"Forage Sorghum","D2","2013-08-25",1,2,1
"31089","31089",2013,"Improved Pasture","D3a","2013-05-01",3,5,3
"31089","31089",2013,"Improved Pasture","D2","2013-07-22",1,5,3
"31089","31089",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31089","31089",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31089","31089",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31089","31089",2013,"Native Pasture","D3a","2013-05-01",3,5,3
"31089","31089",2013,"Native Pasture","D2","2013-07-22",1,5,3
"31091","31091",2013,"Forage Sorghum","D4a","2013-07-01",4,2,2
"31091","31091",2013,"Forage Sorghum","D4b","2013-07-29",5,2,2
"31091","31091",2013,"Forage Sorghum","D3a","2013-08-06",3,2,2
"31091","31091",2013,"Forage Sorghum","D3b","2013-09-02",4,2,2
"31091","31091",2013,"Improved Pasture","D4a","2013-05-01",4,5,5
"31091","31091",2013,"Improved Pasture","D4b","2013-06-03",5,5,5
"31091","31091",2013,"Improved Pasture","D3a","2013-08-06",3,5,5
"31091","31091",2013,"Improved Pasture","D3b","2013-09-02",4,5,5
"31091","31091",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31091","31091",2013,"Long Season Small Grains","D4b","2013-04-29",5,2,2
"31091","31091",2013,"Native Pasture","D4a","2013-05-01",4,5,5
"31091","31091",2013,"Native Pasture","D4b","2013-06-03",5,5,5
"31091","31091",2013,"Native Pasture","D3a","2013-08-06",3,5,5
"31091","31091",2013,"Native Pasture","D3b","2013-09-02",4,5,5
"31093","31093",2013,"Forage Sorghum","D2","2013-08-25",1,2,1
"31093","31093",2013,"Improved Pasture","D3a","2013-05-01",3,5,3
"31093","31093",2013,"Improved Pasture","D2","2013-07-22",1,5,3
"31093","31093",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31093","31093",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31093","31093",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31093","31093",2013,"Native Pasture","D3a","2013-05-01",3,5,3
"31093","31093",2013,"Native Pasture","D2","2013-07-22",1,5,3
"31095","31095",2013,"Long Season Small Grains","D3a","2013-04-01",3,2,2
"31097","31097",2013,"Long Season Small Grains","D3a","2013-04-01",3,2,2
"31099","31099",2013,"Forage Sorghum","D3a","2013-07-01",3,2,2
"31099","31099",2013,"Forage Sorghum","D3b","2013-07-29",4,2,2
"31099","31099",2013,"Improved Pasture","D3a","2013-05-01",3,5,4
"31099","31099",2013,"Improved Pasture","D3b","2013-06-03",4,5,4
"31099","31099",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31099","31099",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31099","31099",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31099","31099",2013,"Native Pasture","D3a","2013-05-01",3,5,4
"31099","31099",2013,"Native Pasture","D3b","2013-06-03",4,5,4
"31101","31101",2013,"Forage Sorghum","D4a","2013-07-01",4,2,2
"31101","31101",2013,"Forage Sorghum","D4b","2013-07-29",5,2,2
"31101","31101",2013,"Forage Sorghum","D3a","2013-08-06",3,2,2
"31101","31101",2013,"Forage Sorghum","D3b","2013-09-02",4,2,2
"31101","31101",2013,"Improved Pasture","D4a","2013-05-01",4,5,5
"31101","31101",2013,"Improved Pasture","D4b","2013-06-03",5,5,5
"31101","31101",2013,"Improved Pasture","D3a","2013-08-06",3,5,5
"31101","31101",2013,"Improved Pasture","D3b","2013-09-02",4,5,5
"31101","31101",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31101","31101",2013,"Long Season Small Grains","D4b","2013-04-29",5,2,2
"31101","31101",2013,"Native Pasture","D4a","2013-05-01",4,5,5
"31101","31101",2013,"Native Pasture","D4b","2013-06-03",5,5,5
"31101","31101",2013,"Native Pasture","D3a","2013-08-06",3,5,5
"31101","31101",2013,"Native Pasture","D3b","2013-09-02",4,5,5
"31103","31103",2013,"Forage Sorghum","D3a","2013-07-01",3,2,2
"31103","31103",2013,"Forage Sorghum","D3b","2013-07-29",4,2,2
"31103","31103",2013,"Improved Pasture","D3a","2013-05-01",3,5,4
"31103","31103",2013,"Improved Pasture","D3b","2013-06-03",4,5,4
"31103","31103",2013,"Improved Pasture","D2","2013-10-07",1,5,4
"31103","31103",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31103","31103",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31103","31103",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31103","31103",2013,"Native Pasture","D3a","2013-05-01",3,5,4
"31103","31103",2013,"Native Pasture","D3b","2013-06-03",4,5,4
"31103","31103",2013,"Native Pasture","D2","2013-10-07",1,5,4
"31105","31105",2013,"Forage Sorghum","D2","2013-08-25",1,2,1
"31105","31105",2013,"Improved Pasture","D3a","2013-05-01",3,5,4
"31105","31105",2013,"Improved Pasture","D3b","2013-06-03",4,5,4
"31105","31105",2013,"Improved Pasture","D2","2013-07-29",1,5,4
"31105","31105",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31105","31105",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31105","31105",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31105","31105",2013,"Native Pasture","D3a","2013-05-01",3,5,4
"31105","31105",2013,"Native Pasture","D3b","2013-06-03",4,5,4
"31105","31105",2013,"Native Pasture","D2","2013-07-29",1,5,4
"31107","31107",2013,"Forage Sorghum","D2","2013-08-25",1,2,1
"31107","31107",2013,"Improved Pasture","D3a","2013-05-01",3,5,3
"31107","31107",2013,"Improved Pasture","D2","2013-07-22",1,5,3
"31107","31107",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31107","31107",2013,"Long Season Small Grains","D3a","2013-04-09",3,2,2
"31107","31107",2013,"Long Season Small Grains","D3b","2013-05-06",4,2,2
"31107","31107",2013,"Native Pasture","D3a","2013-05-01",3,5,3
"31107","31107",2013,"Native Pasture","D2","2013-07-22",1,5,3
"31109","31109",2013,"Long Season Small Grains","D3a","2013-04-01",3,2,2
"31111","31111",2013,"Forage Sorghum","D4a","2013-07-01",4,2,2
"31111","31111",2013,"Forage Sorghum","D4b","2013-07-29",5,2,2
"31111","31111",2013,"Forage Sorghum","D3a","2013-08-06",3,2,2
"31111","31111",2013,"Forage Sorghum","D3b","2013-09-02",4,2,2
"31111","31111",2013,"Improved Pasture","D4a","2013-05-01",4,5,5
"31111","31111",2013,"Improved Pasture","D4b","2013-06-03",5,5,5
"31111","31111",2013,"Improved Pasture","D3a","2013-08-06",3,5,5
"31111","31111",2013,"Improved Pasture","D3b","2013-09-02",4,5,5
"31111","31111",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31111","31111",2013,"Long Season Small Grains","D4b","2013-04-29",5,2,2
"31111","31111",2013,"Native Pasture","D4a","2013-05-01",4,5,5
"31111","31111",2013,"Native Pasture","D4b","2013-06-03",5,5,5
"31111","31111",2013,"Native Pasture","D3a","2013-08-06",3,5,5
"31111","31111",2013,"Native Pasture","D3b","2013-09-02",4,5,5
"31113","31113",2013,"Forage Sorghum","D4a","2013-07-01",4,2,2
"31113","31113",2013,"Forage Sorghum","D4b","2013-07-29",5,2,2
"31113","31113",2013,"Forage Sorghum","D3a","2013-08-06",3,2,2
"31113","31113",2013,"Forage Sorghum","D3b","2013-09-02",4,2,2
"31113","31113",2013,"Improved Pasture","D4a","2013-05-01",4,5,5
"31113","31113",2013,"Improved Pasture","D4b","2013-06-03",5,5,5
"31113","31113",2013,"Improved Pasture","D3a","2013-08-06",3,5,5
"31113","31113",2013,"Improved Pasture","D3b","2013-09-02",4,5,5
"31113","31113",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
"31113","31113",2013,"Long Season Small Grains","D4b","2013-04-29",5,2,2
"31113","31113",2013,"Native Pasture","D4a","2013-05-01",4,5,5
"31113","31113",2013,"Native Pasture","D4b","2013-06-03",5,5,5
"31113","31113",2013,"Native Pasture","D3a","2013-08-06",3,5,5
"31113","31113",2013,"Native Pasture","D3b","2013-09-02",4,5,5
"31115","31115",2013,"Forage Sorghum","D2","2013-08-25",1,2,1
"31115","31115",2013,"Improved Pasture","D3a","2013-05-01",3,5,3
"31115","31115",2013,"Improved Pasture","D2","2013-07-22",1,5,3
"31115","31115",2013,"Long Season Small Grains","D4a","2013-04-01",4,2,2
